reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
21102102011 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 39^ | 29 | 68 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102102011 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102102011&semester=IV&exam_held=December%2F2025
21102102012 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | C | B | 7 | 8 | 3.00 | 43^ | 28 | 71 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102102012 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102102012&semester=IV&exam_held=December%2F2025
21102103005 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 40^ | 26 | 66 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102103005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102103005&semester=IV&exam_held=December%2F2025
21102106004 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 25 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102106004 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102106004&semester=IV&exam_held=December%2F2025
21102106012 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 27 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102106012 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102106012&semester=IV&exam_held=December%2F2025
21102107024 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 18 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102107024 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102107024&semester=IV&exam_held=December%2F2025
21102109006 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 21 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102109006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102109006&semester=IV&exam_held=December%2F2025
21102109027 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 47^ | 22 | 69 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102109027 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102109027&semester=IV&exam_held=December%2F2025
21102111006 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 13 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102111006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102111006&semester=IV&exam_held=December%2F2025
21102111008 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 17 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102111008 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102111008&semester=IV&exam_held=December%2F2025
21102111015 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 23 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102111015 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102111015&semester=IV&exam_held=December%2F2025
21102113001 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 38^ | 15 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113001&semester=IV&exam_held=December%2F2025
21102113007 | IV | 102 | 102404 | Instrumentation & Control | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 52^ | 6 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113007 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113007&semester=IV&exam_held=December%2F2025
21102113011 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 36^ | 25 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113011 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113011&semester=IV&exam_held=December%2F2025
21102113016 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 31^ | 24 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113016 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113016&semester=IV&exam_held=December%2F2025
21102113016 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 40^ | 24 | 64 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113016 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113016&semester=IV&exam_held=December%2F2025
21102113018 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 26 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113018 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113018&semester=IV&exam_held=December%2F2025
21102113042 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 18 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113042 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113042&semester=IV&exam_held=December%2F2025
21102113042 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 48^ | 19 | 67 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113042 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113042&semester=IV&exam_held=December%2F2025
21102113044 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 36^ | 18 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113044 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113044&semester=IV&exam_held=December%2F2025
21102113044 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 20 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113044 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113044&semester=IV&exam_held=December%2F2025
21102113045 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 36^ | 25 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113045 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113045&semester=IV&exam_held=December%2F2025
21102113051 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 35^ | 26 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102113051 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102113051&semester=IV&exam_held=December%2F2025
21102117011 | IV | 102 | 102404 | Instrumentation & Control | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 38^ | 12 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102117011 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102117011&semester=IV&exam_held=December%2F2025
21102117034 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 42^ | 9 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102117034 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102117034&semester=IV&exam_held=December%2F2025
21102117045 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 47^ | 8 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102117045 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102117045&semester=IV&exam_held=December%2F2025
21102117046 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 44^ | 19 | 63 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102117046 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102117046&semester=IV&exam_held=December%2F2025
21102119001 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 27 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102119001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102119001&semester=IV&exam_held=December%2F2025
21102119005 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 34^ | 28 | 62 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102119005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102119005&semester=IV&exam_held=December%2F2025
21102124017 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 38^ | 16 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124017 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124017&semester=IV&exam_held=December%2F2025
21102124019 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 19 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124019 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124019&semester=IV&exam_held=December%2F2025
21102124022 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 17 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124022 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124022&semester=IV&exam_held=December%2F2025
21102124038 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 20 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124038 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124038&semester=IV&exam_held=December%2F2025
21102124040 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 21 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124040 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124040&semester=IV&exam_held=December%2F2025
21102124046 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 16 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102124046 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102124046&semester=IV&exam_held=December%2F2025
21102125013 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 15 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102125013 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102125013&semester=IV&exam_held=December%2F2025
21102125042 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 44^ | 10 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102125042 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102125042&semester=IV&exam_held=December%2F2025
21102126009 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 16 | 62 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102126009 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102126009&semester=IV&exam_held=December%2F2025
21102126023 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 19 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102126023 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102126023&semester=IV&exam_held=December%2F2025
21102127012 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 54^ | 15 | 69 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127012 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127012&semester=IV&exam_held=December%2F2025
21102127014 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 20 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127014 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127014&semester=IV&exam_held=December%2F2025
21102127016 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 29^ | 23 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127016 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127016&semester=IV&exam_held=December%2F2025
21102127018 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 18 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127018 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127018&semester=IV&exam_held=December%2F2025
21102127028 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 18 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127028 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127028&semester=IV&exam_held=December%2F2025
21102127035 | IV | 102 | 102404 | Instrumentation & Control | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 19 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127035 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127035&semester=IV&exam_held=December%2F2025
21102127037 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 19 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102127037 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102127037&semester=IV&exam_held=December%2F2025
21102128003 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 17 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128003 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128003&semester=IV&exam_held=December%2F2025
21102128011 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 21 | 67 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128011 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128011&semester=IV&exam_held=December%2F2025
21102128029 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 43^ | 26 | 69 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128029 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128029&semester=IV&exam_held=December%2F2025
21102128030 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 23 | 65 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128030 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128030&semester=IV&exam_held=December%2F2025
21102128033 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 21 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128033 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128033&semester=IV&exam_held=December%2F2025
21102128033 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 45^ | 20 | 65 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102128033 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102128033&semester=IV&exam_held=December%2F2025
21102130001 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 33^ | 28 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102130001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102130001&semester=IV&exam_held=December%2F2025
21102130004 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 24 | 65 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102130004 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102130004&semester=IV&exam_held=December%2F2025
21102130006 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | C | B | 7 | 8 | 3.00 | 47^ | 25 | 72 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102130006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102130006&semester=IV&exam_held=December%2F2025
21102130006 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 24 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102130006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102130006&semester=IV&exam_held=December%2F2025
21102131006 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 36^ | 14 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102131006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102131006&semester=IV&exam_held=December%2F2025
21102131025 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 13 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102131025 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102131025&semester=IV&exam_held=December%2F2025
21102131029 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 43^ | 16 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102131029 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102131029&semester=IV&exam_held=December%2F2025
21102131029 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 14 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102131029 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102131029&semester=IV&exam_held=December%2F2025
21102131031 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 15 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102131031 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102131031&semester=IV&exam_held=December%2F2025
21102132001 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 41^ | 13 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102132001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102132001&semester=IV&exam_held=December%2F2025
21102132003 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 43^ | 12 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102132003 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102132003&semester=IV&exam_held=December%2F2025
21102132015 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | C | B | 7 | 8 | 3.00 | 54^ | 19 | 73 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102132015 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102132015&semester=IV&exam_held=December%2F2025
21102133001 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 28 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102133001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102133001&semester=IV&exam_held=December%2F2025
21102134001 | IV | 102 | 102403 | Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 43^ | 11 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102134001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102134001&semester=IV&exam_held=December%2F2025
21102134002 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 31^ | 24 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102134002 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102134002&semester=IV&exam_held=December%2F2025
21102135009 | IV | 102 | 102404 | Instrumentation & Control | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 23 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135009 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135009&semester=IV&exam_held=December%2F2025
21102135020 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 18 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135020 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135020&semester=IV&exam_held=December%2F2025
21102135021 | IV | 102 | 102401 | Applied Thermodynamics | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 20 | 57 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135021 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135021&semester=IV&exam_held=December%2F2025
21102135024 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 21 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135024 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135024&semester=IV&exam_held=December%2F2025
21102135028 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 42^ | 17 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135028 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135028&semester=IV&exam_held=December%2F2025
21102135029 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 36^ | 21 | 57 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135029 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135029&semester=IV&exam_held=December%2F2025
21102135036 | IV | 102 | 102402 | Engineering Materials | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 29^ | 23 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102135036 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102135036&semester=IV&exam_held=December%2F2025
21102141006 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 50^ | 19 | 69 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102141006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102141006&semester=IV&exam_held=December%2F2025
21102141008 | IV | 102 | 102405 | Strength of Materials | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 22 | 64 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21102141008 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21102141008&semester=IV&exam_held=December%2F2025
