reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
21101106003 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 27 | 57 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101106003 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101106003&semester=IV&exam_held=December%2F2025
21101106007 | IV | 101 | 101403 | Engineering Geology | theory | 2.00 | F | D | C | 6 | 7 | 2.00 | 36^ | 28 | 64 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101106007 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101106007&semester=IV&exam_held=December%2F2025
21101106008 | IV | 101 | 101403 | Engineering Geology | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 28^ | 27 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101106008 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101106008&semester=IV&exam_held=December%2F2025
21101106018 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 27 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101106018 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101106018&semester=IV&exam_held=December%2F2025
21101107026 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 15 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101107026 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101107026&semester=IV&exam_held=December%2F2025
21101109050 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | C | B | 7 | 8 | 2.00 | 41^ | 30 | 71 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101109050 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101109050&semester=IV&exam_held=December%2F2025
21101109054 | IV | 101 | 101401 | Civil Engineering - Societal & Global Impact | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 37^ | 19 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101109054 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101109054&semester=IV&exam_held=December%2F2025
21101111056 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | C | B | 7 | 8 | 4.00 | 53^ | 17 | 70 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101111056 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101111056&semester=IV&exam_held=December%2F2025
21101111057 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 40^ | 13 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101111057 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101111057&semester=IV&exam_held=December%2F2025
21101113014 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 52^ | 9 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101113014 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101113014&semester=IV&exam_held=December%2F2025
21101113046 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 47^ | 9 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101113046 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101113046&semester=IV&exam_held=December%2F2025
21101115005 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 26 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101115005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101115005&semester=IV&exam_held=December%2F2025
21101117010 | IV | 101 | 101403 | Engineering Geology | theory | 2.00 | F | D | C | 6 | 7 | 2.00 | 42^ | 22 | 64 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101117010 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101117010&semester=IV&exam_held=December%2F2025
21101117018 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 48^ | 15 | 63 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101117018 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101117018&semester=IV&exam_held=December%2F2025
21101117027 | IV | 101 | 101403 | Engineering Geology | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 38^ | 12 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101117027 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101117027&semester=IV&exam_held=December%2F2025
21101117030 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 41^ | 11 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101117030 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101117030&semester=IV&exam_held=December%2F2025
21101118001 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 35^ | 27 | 62 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101118001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101118001&semester=IV&exam_held=December%2F2025
21101119001 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 26 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101119001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101119001&semester=IV&exam_held=December%2F2025
21101123002 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 31^ | 28 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101123002 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101123002&semester=IV&exam_held=December%2F2025
21101124036 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 15 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101124036 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101124036&semester=IV&exam_held=December%2F2025
21101124038 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 18 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101124038 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101124038&semester=IV&exam_held=December%2F2025
21101124051 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 40^ | 11 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101124051 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101124051&semester=IV&exam_held=December%2F2025
21101125030 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 25^ | 25 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101125030 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101125030&semester=IV&exam_held=December%2F2025
21101125052 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 20 | 57 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101125052 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101125052&semester=IV&exam_held=December%2F2025
21101126020 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 38^ | 19 | 57 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101126020 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101126020&semester=IV&exam_held=December%2F2025
21101126050 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 40^ | 14 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101126050 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101126050&semester=IV&exam_held=December%2F2025
21101127008 | IV | 101 | 101403 | Engineering Geology | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 34^ | 25 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101127008 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101127008&semester=IV&exam_held=December%2F2025
21101127028 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 40^ | 20 | 60 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101127028 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101127028&semester=IV&exam_held=December%2F2025
21101127044 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 16 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101127044 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101127044&semester=IV&exam_held=December%2F2025
21101127044 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 31^ | 25 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101127044 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101127044&semester=IV&exam_held=December%2F2025
21101127056 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 32^ | 18 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101127056 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101127056&semester=IV&exam_held=December%2F2025
21101128013 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 36^ | 14 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128013 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128013&semester=IV&exam_held=December%2F2025
21101128013 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 20 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128013 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128013&semester=IV&exam_held=December%2F2025
21101128014 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 21 | 63 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128014 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128014&semester=IV&exam_held=December%2F2025
21101128034 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | B | A | 8 | 9 | 3.00 | 57^ | 23 | 80 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128034 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128034&semester=IV&exam_held=December%2F2025
21101128049 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 14 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128049 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128049&semester=IV&exam_held=December%2F2025
21101128060 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 16 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101128060 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101128060&semester=IV&exam_held=December%2F2025
21101129041 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 46^ | 14 | 60 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101129041 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101129041&semester=IV&exam_held=December%2F2025
21101129051 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 14 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101129051 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101129051&semester=IV&exam_held=December%2F2025
21101130005 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 27^ | 25 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101130005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101130005&semester=IV&exam_held=December%2F2025
21101130005 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 32^ | 26 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101130005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101130005&semester=IV&exam_held=December%2F2025
21101130010 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 39^ | 26 | 65 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101130010 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101130010&semester=IV&exam_held=December%2F2025
21101131019 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 32^ | 21 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101131019 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101131019&semester=IV&exam_held=December%2F2025
21101131058 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 32^ | 19 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101131058 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101131058&semester=IV&exam_held=December%2F2025
21101132009 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 19 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132009 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132009&semester=IV&exam_held=December%2F2025
21101132019 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 16 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132019 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132019&semester=IV&exam_held=December%2F2025
21101132027 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 44^ | 9 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132027 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132027&semester=IV&exam_held=December%2F2025
21101132030 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 53^ | 13 | 66 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132030 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132030&semester=IV&exam_held=December%2F2025
21101132031 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 44^ | 9 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132031 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132031&semester=IV&exam_held=December%2F2025
21101132031 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 43^ | 9 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132031 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132031&semester=IV&exam_held=December%2F2025
21101132036 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 21 | 59 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132036 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132036&semester=IV&exam_held=December%2F2025
21101132037 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 20 | 61 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101132037 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101132037&semester=IV&exam_held=December%2F2025
21101133017 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 36^ | 19 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133017 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133017&semester=IV&exam_held=December%2F2025
21101133017 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 42^ | 20 | 62 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133017 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133017&semester=IV&exam_held=December%2F2025
21101133026 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 44^ | 24 | 68 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133026 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133026&semester=IV&exam_held=December%2F2025
21101133031 | IV | 101 | 101402 | Disaster Preparedness & Planning | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 32^ | 24 | 56 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133031 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133031&semester=IV&exam_held=December%2F2025
21101133031 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | D | C | 6 | 7 | 2.00 | 35^ | 25 | 60 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133031 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133031&semester=IV&exam_held=December%2F2025
21101133034 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 19 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133034 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133034&semester=IV&exam_held=December%2F2025
21101133051 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 33^ | 22 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133051 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133051&semester=IV&exam_held=December%2F2025
21101133052 | IV | 101 | 101406 | Materials, Testing & Evaluation | theory | 2.00 | F | D | C | 6 | 7 | 2.00 | 37^ | 23 | 60 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133052 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133052&semester=IV&exam_held=December%2F2025
21101133052 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 19 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101133052 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101133052&semester=IV&exam_held=December%2F2025
21101134005 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 17 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101134005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101134005&semester=IV&exam_held=December%2F2025
21101134005 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 19 | 53 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101134005 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101134005&semester=IV&exam_held=December%2F2025
21101134032 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 38^ | 20 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101134032 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101134032&semester=IV&exam_held=December%2F2025
21101134048 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 18 | 52 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101134048 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101134048&semester=IV&exam_held=December%2F2025
21101135009 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 14 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135009 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135009&semester=IV&exam_held=December%2F2025
21101135009 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 39^ | 26 | 65 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135009 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135009&semester=IV&exam_held=December%2F2025
21101135010 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 39^ | 15 | 54 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135010 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135010&semester=IV&exam_held=December%2F2025
21101135025 | IV | 101 | 101407 | Mechanical Engineering | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 35^ | 25 | 60 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135025 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135025&semester=IV&exam_held=December%2F2025
21101135046 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 14 | 51 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135046 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135046&semester=IV&exam_held=December%2F2025
21101135053 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 37^ | 13 | 50 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135053 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135053&semester=IV&exam_held=December%2F2025
21101135059 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 57^ | 9 | 66 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101135059 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101135059&semester=IV&exam_held=December%2F2025
21101139026 | IV | 101 | 101405 | Introduction to Solid Mechanics | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 27 | 68 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101139026 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101139026&semester=IV&exam_held=December%2F2025
21101140006 | IV | 101 | 101408 | Structural Analysis | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 24 | 58 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101140006 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101140006&semester=IV&exam_held=December%2F2025
21101141001 | IV | 101 | 101404 | Introduction to Fluid Mechanics | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 23 | 55 | http://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21101141001 | https://beu-bih.ac.in/backend/v1/result/get-result?year=2025&redg_no=21101141001&semester=IV&exam_held=December%2F2025
