reg_no | branch_code | subject_codes | subject_names | reason | old_result_url | new_result_url
21103151007 | 103 | 100403 | Digital Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21103151007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21103151007&exam_held=December%2F2025
21103154009 | 103 | 103404 | Signals and Systems | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21103154009 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21103154009&exam_held=December%2F2025
21103158001 | 103 | 103401,103403 | Electrical and Electronics Measurement,Mathematics – III (Probability and Statistics) | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21103158001 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21103158001&exam_held=December%2F2025
21104135024 | 104 | 104401 | Analog Circuits | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21104135024 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21104135024&exam_held=December%2F2025
21104146014 | 104 | 104401 | Analog Circuits | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21104146014 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21104146014&exam_held=December%2F2025
21105102013 | 105 | 100403 | Digital Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21105102013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21105102013&exam_held=December%2F2025
21105102034 | 105 | 100404 | Discrete Mathematics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21105102034 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21105102034&exam_held=December%2F2025
21105102050 | 105 | 100403,105403 | Digital Electronics,Operating Systems | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21105102050 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21105102050&exam_held=December%2F2025
21105106043 | 105 | 100403 | Digital Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21105106043 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21105106043&exam_held=December%2F2025
21110102003 | 110 | 110401 | Analog Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110102003 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110102003&exam_held=December%2F2025
21110102008 | 110 | 110401 | Analog Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110102008 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110102008&exam_held=December%2F2025
21110102012 | 110 | 110401,110402 | Analog Electronics,Electrical Machines – II | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110102012 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110102012&exam_held=December%2F2025
21110102019 | 110 | 110401 | Analog Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110102019 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110102019&exam_held=December%2F2025
21110102020 | 110 | 110401 | Analog Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110102020 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110102020&exam_held=December%2F2025
21110128030 | 110 | 110401 | Analog Electronics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=21110128030 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2021-25&regNo=21110128030&exam_held=December%2F2025
22101103011 | 101 | 101406 | Materials, Testing & Evaluation | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101103011 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101103011&exam_held=December%2F2025
22101106025 | 101 | 101403,101406 | Engineering Geology,Materials, Testing & Evaluation | Unexpected pattern: expected P, published F,Unexpected pattern: expected D, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101106025 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101106025&exam_held=December%2F2025
22101109044 | 101 | 101405 | Introduction to Solid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109044 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109044&exam_held=December%2F2025
22101109052 | 101 | 101408 | Structural Analysis | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101109052 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101109052&exam_held=December%2F2025
22101111021 | 101 | 101401 | Civil Engineering - Societal & Global Impact | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101111021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101111021&exam_held=December%2F2025
22101121005 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101121005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101121005&exam_held=December%2F2025
22101123002 | 101 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering | Unexpected pattern: expected P, published F,Unexpected pattern: expected D, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101123002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101123002&exam_held=December%2F2025
22101124040 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101124040 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101124040&exam_held=December%2F2025
22101125017 | 101 | 101408 | Structural Analysis | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101125017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101125017&exam_held=December%2F2025
22101128021 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101128021 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101128021&exam_held=December%2F2025
22101130007 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101130007 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101130007&exam_held=December%2F2025
22101131017 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101131017 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101131017&exam_held=December%2F2025
22101133008 | 101 | 101408 | Structural Analysis | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101133008 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101133008&exam_held=December%2F2025
22101140023 | 101 | 101406 | Materials, Testing & Evaluation | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101140023 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101140023&exam_held=December%2F2025
22101141029 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101141029 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101141029&exam_held=December%2F2025
22101141044 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101141044 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101141044&exam_held=December%2F2025
22101141063 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101141063 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101141063&exam_held=December%2F2025
22101141068 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101141068 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101141068&exam_held=December%2F2025
22101141071 | 101 | 101404,101408 | Introduction to Fluid Mechanics,Structural Analysis | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101141071 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101141071&exam_held=December%2F2025
22101142025 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101142025 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101142025&exam_held=December%2F2025
22101144054 | 101 | 101401 | Civil Engineering - Societal & Global Impact | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101144054 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101144054&exam_held=December%2F2025
22101146051 | 101 | 101408 | Structural Analysis | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101146051 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101146051&exam_held=December%2F2025
22101151033 | 101 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101151033 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101151033&exam_held=December%2F2025
22101151045 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101151045 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101151045&exam_held=December%2F2025
22101152072 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101152072 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101152072&exam_held=December%2F2025
22101152076 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101152076 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101152076&exam_held=December%2F2025
22101153039 | 101 | 101406 | Materials, Testing & Evaluation | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101153039 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101153039&exam_held=December%2F2025
22101153040 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101153040 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101153040&exam_held=December%2F2025
22101157045 | 101 | 101404,101407 | Introduction to Fluid Mechanics,Mechanical Engineering | Unexpected pattern: expected P, published F,Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101157045 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101157045&exam_held=December%2F2025
22101158067 | 101 | 101407 | Mechanical Engineering | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101158067 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101158067&exam_held=December%2F2025
22101159047 | 101 | 101404 | Introduction to Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22101159047 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22101159047&exam_held=December%2F2025
22102102012 | 102 | 102404 | Instrumentation & Control | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102102012 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102102012&exam_held=December%2F2025
22102108042 | 102 | 102403 | Fluid Mechanics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102108042 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102108042&exam_held=December%2F2025
22102110048 | 102 | 102405 | Strength of Materials | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102110048 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102110048&exam_held=December%2F2025
22102111044 | 102 | 102403 | Fluid Mechanics | Unexpected pattern: expected F, published P | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102111044 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102111044&exam_held=December%2F2025
22102123002 | 102 | 102405 | Strength of Materials | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102123002 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102123002&exam_held=December%2F2025
22102123005 | 102 | 102405 | Strength of Materials | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102123005 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102123005&exam_held=December%2F2025
22102123009 | 102 | 102401 | Applied Thermodynamics | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102123009 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102123009&exam_held=December%2F2025
22102123013 | 102 | 102405 | Strength of Materials | Unexpected pattern: expected P, published F | https://results.beup.ac.in/ResultsBTech4thSem2024_B2022Pub.aspx?Sem=IV&RegNo=22102123013 | https://beu-bih.ac.in/result-three?name=B.Tech.+4th+Semester+Examination%2C+2025&semester=IV&session=2022-26&regNo=22102123013&exam_held=December%2F2025
