sem | branch_code | branch_name | subject_code | credit | total_sem_credit | status | sample_reg_nos
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100403 | 3.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100403P | 2.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100404 | 4.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100407 | 3.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105401 | 3.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105401P | 2.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105402 | 3.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105402P | 2.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105403 | 3.00 | 27 | MATCH | 22157127020
IV | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105403P | 2.00 | 27 | MATCH | 22157127020
I | 101 | Civil Engineering | 100101 | 4.00 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 100101P | 1.00 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 100102 | 1.00 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 100102P | 2.00 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 101101 | 4.00 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 101101P | 1.50 | 17.5 | MATCH | 22101127003
I | 101 | Civil Engineering | 101102 | 4.00 | 17.5 | MATCH | 22101127003
I | 102 | Mechanical Engineering | 100101 | 4.00 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 100101P | 1.00 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 100102 | 1.00 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 100102P | 2.00 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 102101 | 4.00 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 102101P | 1.50 | 17.5 | MATCH | 22102102001
I | 102 | Mechanical Engineering | 102102 | 4.00 | 17.5 | MATCH | 22102102001
I | 103 | Electrical Engineering | 100103 | 4.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100103P | 1.50 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100104 | 3.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100104P | 2.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100105 | 1.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100105P | 2.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100106 | 2.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 100106P | 1.00 | 20.5 | MATCH | 22103106006
I | 103 | Electrical Engineering | 103102 | 4.00 | 20.5 | MATCH | 22103106006
I | 104 | Electronics & Communication Engineering | 100103 | 4.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100103P | 1.50 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100104 | 3.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100104P | 2.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100105 | 1.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100105P | 2.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100106 | 2.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 100106P | 1.00 | 20.5 | MATCH | 22104134040
I | 104 | Electronics & Communication Engineering | 103102 | 4.00 | 20.5 | MATCH | 22104134040
I | 105 | Computer Science & Engineering | 100103 | 4.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100103P | 1.50 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100104 | 3.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100104P | 2.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100105 | 1.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100105P | 2.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100106 | 2.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 100106P | 1.00 | 20.5 | MATCH | 22105102005
I | 105 | Computer Science & Engineering | 105102 | 4.00 | 20.5 | MATCH | 22105102005
I | 106 | Information Technology | 100101 | 4.00 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 100101P | 1.00 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 100102 | 1.00 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 100102P | 2.00 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 105101 | 4.00 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 105101P | 1.50 | 17.5 | MATCH | 22106107016
I | 106 | Information Technology | 105102 | 4.00 | 17.5 | MATCH | 22106107016
I | 107 | Leather Technology Engineering | 100101 | 4.00 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 100101P | 1.00 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 100102 | 1.00 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 100102P | 2.00 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 102101 | 4.00 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 102101P | 1.50 | 17.5 | MATCH | 22107107001
I | 107 | Leather Technology Engineering | 102102 | 4.00 | 17.5 | MATCH | 22107107001
I | 110 | Electrical & Electronics Engineering | 100103 | 4.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100103P | 1.50 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100104 | 3.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100104P | 2.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100105 | 1.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100105P | 2.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100106 | 2.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 100106P | 1.00 | 20.5 | MATCH | 22110103006
I | 110 | Electrical & Electronics Engineering | 103102 | 4.00 | 20.5 | MATCH | 22110103006
I | 112 | Fire Technology and Safety | 100101 | 4.00 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 100101P | 1.00 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 100102 | 1.00 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 100102P | 2.00 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 102101 | 4.00 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 102101P | 1.50 | 17.5 | MATCH | 22112111002
I | 112 | Fire Technology and Safety | 102102 | 4.00 | 17.5 | MATCH | 22112111002
I | 113 | Mining Engineering | 100101 | 4.00 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 100101P | 1.00 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 100102 | 1.00 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 100102P | 2.00 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 102101 | 4.00 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 102101P | 1.50 | 17.5 | MATCH | 22113124012
I | 113 | Mining Engineering | 102102 | 4.00 | 17.5 | MATCH | 22113124012
I | 114 | Chemical Engineering | 100103 | 4.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100103P | 1.50 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100104 | 3.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100104P | 2.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100105 | 1.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100105P | 2.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100106 | 2.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 100106P | 1.00 | 20.5 | MATCH | 22114125006
I | 114 | Chemical Engineering | 103102 | 4.00 | 20.5 | MATCH | 22114125006
I | 115 | Food Processing and Preservation | 100101 | 4.00 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 100101P | 1.00 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 100102 | 1.00 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 100102P | 2.00 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 101101 | 4.00 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 101101P | 1.50 | 17.5 | MATCH | 22115117003
I | 115 | Food Processing and Preservation | 101102 | 4.00 | 17.5 | MATCH | 22115117003
I | 116 | Aeronautical Engineering | 100101 | 4.00 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 100101P | 1.00 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 100102 | 1.00 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 100102P | 2.00 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 102101 | 4.00 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 102101P | 1.50 | 17.5 | MATCH | 22116109002
I | 116 | Aeronautical Engineering | 102102 | 4.00 | 17.5 | MATCH | 22116109002
I | 117 | Biomedical and Robotic Engineering | 100103 | 4.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100103P | 1.50 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100104 | 3.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100104P | 2.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100105 | 1.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100105P | 2.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100106 | 2.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 100106P | 1.00 | 20.5 | MATCH | 22117107001
I | 117 | Biomedical and Robotic Engineering | 103102 | 4.00 | 20.5 | MATCH | 22117107001
I | 118 | 3-D Animation and Graphics | 100103 | 4.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100103P | 1.50 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100104 | 3.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100104P | 2.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100105 | 1.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100105P | 2.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100106 | 2.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 100106P | 1.00 | 20.5 | MATCH | 22118128004
I | 118 | 3-D Animation and Graphics | 105102 | 4.00 | 20.5 | MATCH | 22118128004
I | 119 | Civil Engineering With Computer Application | 100101 | 4.00 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 100101P | 1.00 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 100102 | 1.00 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 100102P | 2.00 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 101101 | 4.00 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 101101P | 1.50 | 17.5 | MATCH | 22119113008
I | 119 | Civil Engineering With Computer Application | 101102 | 4.00 | 17.5 | MATCH | 22119113008
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100103 | 4.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100103P | 1.50 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100104 | 3.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100104P | 2.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100105 | 1.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100105P | 2.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100106 | 2.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 100106P | 1.00 | 20.5 | MATCH | 22151113025
I | 151 | Computer Science and Engineering (Artificial Intelligence) | 105102 | 4.00 | 20.5 | MATCH | 22151113025
I | 152 | Computer Science and Engineering (Cyber Security) | 100103 | 4.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100103P | 1.50 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100104 | 3.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100104P | 2.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100105 | 1.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100105P | 2.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100106 | 2.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 100106P | 1.00 | 20.5 | MATCH | 22152146021
I | 152 | Computer Science and Engineering (Cyber Security) | 105102 | 4.00 | 20.5 | MATCH | 22152146021
I | 153 | Computer Science and Engineering (Data Science) | 100103 | 4.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100103P | 1.50 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100104 | 3.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100104P | 2.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100105 | 1.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100105P | 2.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100106 | 2.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 100106P | 1.00 | 20.5 | MATCH | 22153132004
I | 153 | Computer Science and Engineering (Data Science) | 105102 | 4.00 | 20.5 | MATCH | 22153132004
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100103 | 4.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100103P | 1.50 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100104 | 3.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100104P | 2.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100105 | 1.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100105P | 2.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100106 | 2.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 100106P | 1.00 | 20.5 | MATCH | 22154149007
I | 154 | Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology) | 105102 | 4.00 | 20.5 | MATCH | 22154149007
I | 155 | Computer Science and Engineering (Internet of Things) | 100103 | 4.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100103P | 1.50 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100104 | 3.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100104P | 2.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100105 | 1.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100105P | 2.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100106 | 2.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 100106P | 1.00 | 20.5 | MATCH | 22155126022
I | 155 | Computer Science and Engineering (Internet of Things) | 105102 | 4.00 | 20.5 | MATCH | 22155126022
I | 156 | Computer Science and Engineering (Networks) | 100103 | 4.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100103P | 1.50 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100104 | 3.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100104P | 2.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100105 | 1.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100105P | 2.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100106 | 2.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 100106P | 1.00 | 20.5 | MATCH | 22156148013
I | 156 | Computer Science and Engineering (Networks) | 105102 | 4.00 | 20.5 | MATCH | 22156148013
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100103 | 4.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100103P | 1.50 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100104 | 3.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100104P | 2.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100105 | 1.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100105P | 2.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100106 | 2.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 100106P | 1.00 | 20.5 | MATCH | 22157127020
I | 157 | Computer Science and Engineering (Artificial Intelligence and Machine Learning) | 105102 | 4.00 | 20.5 | MATCH | 22157127020
